"SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
206.509994506836,208.289993286133,203.899993896484,203.970001220703,194327900,170.495208740234
201.729995727539,203.940002441406,197.520004272461,197.830001831055,346588500,165.362930297852
187.490005493164,197.479995727539,182.399993896484,189.5,507244300,158.400009155273
195.429992675781,195.449996948242,186.919998168945,187.270004272461,369833100,156.53596496582
192.080001831055,194.789993286133,188.369995117188,194.460006713867,339257000,162.545989990234
197.020004272461,199.419998168945,195.210006713867,199.270004272461,274143900,166.566543579102
198.5,199.839996337891,197.919998168945,199.279998779297,160414400,166.574920654297
198.110000610352,199.130004882812,197.009994506836,197.669998168945,163298800,165.229141235352
193.119995117188,194.770004272461,190.729995727539,191.770004272461,256000400,160.297454833984
194.619995117188,195.460006713867,192.419998168945,195.410003662109,160269300,163.340042114258
196.259994506836,198.050003051758,194.960006713867,195.550003051758,152087800,163.457138061523
192.850006103516,193.860000610352,191.610000610352,192.589996337891,207081000,160.982879638672
195.940002441406,197.610000610352,195.169998168945,197.429992675781,116025700,165.028564453125
199.320007324219,199.470001220703,194.350006103516,194.789993286133,149347700,162.821792602539
194.559997558594,197.220001220703,194.25,195.850006103516,158611100,163.707855224609
195.380004882812,196.820007324219,194.529998779297,196.740005493164,119691200,164.451812744141
196.949996948242,197.009994506836,195.429992675781,196.009994506836,79452000,163.841583251953
196.610000610352,198.990005493164,195.960006713867,198.460006713867,113806200,165.889511108398
198.820007324219,200.410003662109,198.410003662109,200.179992675781,99581600,167.327209472656
200.020004272461,202.889999389648,199.279998779297,199.729995727539,276046600,166.951080322266
195.710006713867,198.679992675781,194.960006713867,195.449996948242,223657500,164.22282409668
196.440002441406,197.679992675781,195.210006713867,196.460006713867,105726200,165.071472167969
193.880004882812,194.460006713867,192.559997558594,193.910003662109,153890900,162.928909301758
194.110000610352,194.669998168945,192.910003662109,193.600006103516,92790600,162.668441772461
192.149993896484,193.449996948242,190.559997558594,192.899993896484,159378800,162.080276489258
194.639999389648,195,191.809997558594,192.850006103516,155054800,162.038238525391
